CancerSite,DataType,StatisticType,Rate,ModeledRate,Year,RaceEthnicity,Sex,AgeRange,YearRange,
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7026,1.6517,1995,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6808,1.691,1996,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9354,1.7313,1997,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.7553,1.7725,1998,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9201,1.8146,1999,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.6805,1.8578,2000,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.8312,1.902,2001,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0749,1.9473,2002,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0769,1.9936,2003,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,1.9359,2.041,2004,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1807,2.0896,2005,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1068,2.1393,2006,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.0274,2.1902,2007,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.1882,2.2423,2008,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.2715,2.2957,2009,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4737,2.3503,2010,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.3299,2.4062,2011,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Small intestine,"SEER Incidence per 100,000",Age-Adjusted Rates,2.4346,2.4635,2012,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8173,0.838,1975,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8487,0.8411,1976,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8587,0.8442,1977,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8808,0.8473,1978,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8588,0.8504,1979,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8126,0.8535,1980,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9131,0.8566,1981,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.825,0.8597,1982,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8713,0.8629,1983,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8557,0.866,1984,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9331,0.8692,1985,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.845,0.8724,1986,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.7874,0.8756,1987,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8501,0.8788,1988,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.789,0.882,1989,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.801,0.8852,1990,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9817,0.8884,1991,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9452,0.8917,1992,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.892,0.8949,1993,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9259,0.8982,1994,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9981,0.9015,1995,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8419,0.9048,1996,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.0202,0.9081,1997,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9191,0.9114,1998,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8661,0.9148,1999,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8639,0.9181,2000,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.896,0.9215,2001,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9388,0.9248,2002,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.853,0.9282,2003,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.8788,0.9316,2004,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9965,0.935,2005,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9099,0.9384,2006,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9435,0.9419,2007,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9833,0.9453,2008,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,1.0572,0.9488,2009,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9093,0.9522,2010,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9057,0.9557,2011,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Bones and Joints,"SEER Incidence per 100,000",Age-Adjusted Rates,0.9593,0.9592,2012,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,5.8531,5.7846,1975,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,5.8213,5.87,1976,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.1728,5.9568,1977,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,5.7624,6.0448,1978,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.1235,6.1341,1979,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.3021,6.2247,1980,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.511,6.3167,1981,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.4271,6.41,1982,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.3084,6.5047,1983,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.119,6.6008,1984,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.9428,6.6983,1985,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.8492,6.7973,1986,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.9959,6.8977,1987,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.8271,6.8841,1988,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.8629,6.8706,1989,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,7.0549,6.8571,1990,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.9682,6.8436,1991,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.9764,6.8302,1992,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.763,6.8168,1993,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.624,6.8034,1994,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.5003,6.79,1995,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.6817,6.7767,1996,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.7595,6.7634,1997,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.6355,6.7501,1998,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.92,6.7368,1999,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.7962,6.7236,2000,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.64,6.7104,2001,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.7555,6.6972,2002,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.653,6.6841,2003,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.8511,6.6709,2004,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.7517,6.6578,2005,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.4272,6.6448,2006,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.5948,6.6317,2007,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.695,6.6187,2008,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.8093,6.6057,2009,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.5432,6.5927,2010,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.5666,6.5797,2011,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Brain and Other Nervous System,"SEER Incidence per 100,000",Age-Adjusted Rates,6.4414,6.5668,2012,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,59.5289,60.5392,1975,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,61.3419,61.0278,1976,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,62.3974,61.5203,1977,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,62.0326,62.0168,1978,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,62.3745,62.5173,1979,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,63.7514,63.0218,1980,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,64.2506,63.5304,1981,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,62.7863,64.0431,1982,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,63.6617,64.5599,1983,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,64.8184,65.081,1984,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,66.3046,65.6062,1985,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,64.1794,64.416,1986,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,62.7121,63.2475,1987,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,61.3703,62.1002,1988,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,61.6951,60.9736,1989,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,60.6997,59.8675,1990,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,59.4783,58.7815,1991,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,57.9965,57.7152,1992,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,56.7899,56.6682,1993,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,55.6367,55.6402,1994,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,54.0374,54.6309,1995,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,54.7761,55.4441,1996,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,56.4041,56.2693,1997,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,56.7797,57.1069,1998,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,55.4684,55.77,1999,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,54.1267,54.4644,2000,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,53.585,53.1893,2001,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,53.1621,51.9441,2002,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,50.7982,50.7281,2003,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,49.8817,49.5405,2004,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,47.81,48.3807,2005,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,46.8403,47.2481,2006,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,46.3392,46.1419,2007,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,45.2279,45.0617,2008,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,43.2044,43.2139,2009,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,40.8822,41.4419,2010,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,39.5642,39.7426,2011,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon and Rectum,"SEER Incidence per 100,000",Age-Adjusted Rates,38.5129,38.1129,2012,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
Colon,"SEER Incidence per 100,000",Age-Adjusted Rates,41.3528,42.3082,1975,All (includes Hispanic),Both Sexes,All Ages,1975-2012 (SEER 9),
